Country,gdp_debt,gini % ,alcohol consumption 2016,Average daily dietary energy consumption per capita(kilocalories),Median Age 2020,health expenditure per capita 2018,spending on education(% GDP),population growth,democracy index 2020,Homelessness population per 10k,Economic Freedom Score,milk consumption per capita(2013),"2019 mortality rate, under-5 (per 1000 live births)",literacy rate elderly(+65),% Islam,titles(total),% Buddhists,Obesity rate (%),intentional homicide Rate,% Jewish,Averagedownloadspeed(Mbit/s)(Ookla),% Christians,Oil production per capita2021 (bbl/day/million people),Anual nominal US,yes important %,Prevalecence of tobacco use 2000,gdp estimate un,number of internet users %,Fertility rate  in 2020(births/woman),HDI 2021,Age of first marriage(woman),Incarceration rate per 100000,Average yearly temperature (1961–1990 Celsius),Scientific publications per capita (in ppm),Life expentacy at birth,Total Suicides per 100 000,Equivalent to a 2-year degree or higher(%),Age of criminal responsibility,kg per capita 2002,military expenditures %gdp
Economic Freedom Score,0.3586887543592595,-0.2742876357661202,0.40587064798890493,0.5639539579018569,0.5630088918991156,0.6524250267158633,0.009881621779986659,-0.3906576376446661,0.6325471483363027,-0.18037721968457068,1.0,0.5217132082139394,-0.5320639510944445,0.2955631050205024,-0.2308088859190679,0.17688402423434924,0.028047232138232035,0.29873529683110783,-0.22593146129158057,0.17491246787155607,0.47047625768988566,0.07442907827347472,0.18594684092649874,0.6135637556395106,-0.5126787516314616,0.16290731765430905,0.6746350256313867,0.6017581488911485,-0.5185590036928289,0.6704417595553311,0.5561132654614844,0.01120247693776549,-0.44881379390506276,0.6878256404558039,0.5982216460331343,-0.10417652278805964,0.14079755092496457,0.049189231164893,0.5664696977777002,0.06935256161608114
milk consumption per capita(2013),0.3526167236090962,-0.4615122847932442,0.4778106954097079,0.6970207694130586,0.7126756955530539,0.7054649261093769,0.254515409348647,-0.5554103824663501,0.550314005411153,-0.21847426150677637,0.5217132082139394,1.0,-0.5955070905100568,0.539760082456541,-0.16928108436222997,0.1256087539599663,-0.24238885916389916,0.49980090546272943,-0.18993490272228883,0.14300906022352725,0.21087468838258364,0.17714270610355923,0.1248956678495419,0.5848410230215815,-0.6486712989164161,0.2868252509563258,0.6331559057165006,0.6461227791514477,-0.5732019835663339,0.7190808024229981,0.6693466727541156,0.01062559740393232,-0.6541307138398504,0.6745509477637681,0.6508163335975746,-0.049342154470032866,0.10304842872105086,0.2757506213051697,0.640143343266595,-0.07341534493309047
"2019 mortality rate, under-5 (per 1000 live births)",-0.30565382940690095,0.31110146056613125,-0.35141188076368485,-0.6749755255078432,-0.7995612322927512,-0.550825888842417,-0.2502814485760198,0.670968008773367,-0.5058353700106036,0.33375585758722964,-0.5320639510944446,-0.5955070905100567,1.0,-0.7060904624984508,0.2808007497839227,-0.22488870484511725,-0.04214255387401931,-0.5804080028318085,0.16941310987782648,-0.11734831816180462,-0.12641760088456178,-0.13714467849548465,-0.1885711988095523,-0.48917324277893054,0.5395692822004531,-0.2734980195733559,-0.48355409562211615,-0.7718686977245758,0.8715165695687165,-0.872975428776176,-0.6654695142150233,-0.3272006150237504,0.4832903538957969,-0.5047445780513944,-0.8789289313059088,0.25615196166369364,0.03194493472921657,-0.218184769517981,-0.6043656877383983,-0.11641966893161405
literacy rate elderly(+65),0.26893783264338667,-0.2126018388064612,0.5286817613049305,0.4429045160677996,0.7261342807189517,0.32523867084694036,0.18300124433163198,-0.7115864762720653,0.389551556969644,-0.273581922503733,0.2955631050205025,0.539760082456541,-0.7060904624984508,1.0,-0.37491821283961185,0.09266132823217878,-0.014735028005115192,0.3991703398904101,-0.017205276113742653,0.02986795477692748,0.04901690221758485,0.309052633365603,-0.046719949415015026,0.26556097729724853,-0.5579329636366483,0.2918620843982851,0.22928984157823964,0.5969752785746161,-0.6919686017335521,0.6792034587651233,0.48009420454822777,0.3389135159762711,-0.5090250243604223,0.2923107940022601,0.5917370306911269,-0.06259142754712271,-0.17537156035941517,0.33203834811933125,0.47753632480310765,-0.052270906057637685
% Islam,-0.19923214477365234,-0.15825853384789504,-0.6646039957231771,-0.08382938003028004,-0.368612205860424,-0.29086677041949266,-0.2183874099381404,0.4282048982438051,-0.5529070342066759,0.3457570638976992,-0.2308088859190679,-0.16928108436222997,0.2808007497839227,-0.3749182128396118,1.0,-0.09135560589308302,-0.16245551397839716,-0.024876644528005136,-0.25295599798067686,-0.008339739262230687,-0.19098590707256818,-0.7443669328777262,0.259774164865374,-0.2613349095160997,0.38665702920446715,-0.167062878929678,-0.24155296384474462,-0.18687350612906678,0.3436385244587921,-0.2970487467717139,-0.2666119627856763,-0.17226902970379462,0.26000185374878165,-0.2675835504235055,-0.19333746633547402,-0.24377006825952766,-0.09852772092828375,-0.12666220659997132,-0.36438956775835657,0.2549153446964345
titles(total),0.04793038308787551,-0.0453678952259394,0.14891077332027247,0.2895276129347886,0.30830088636727243,0.3653451254346687,-0.0377321830866853,-0.24583736597392689,0.1577480464565548,-0.15120941327948606,0.17688402423434924,0.1256087539599663,-0.22488870484511725,0.09266132823217879,-0.09135560589308302,1.0,0.0516678806467853,0.004252999590106647,-0.13590940903648924,0.35420066311922527,0.2617618555772041,-0.08527126266943226,-0.09723381358463641,0.2940151675714261,-0.20770920392001063,0.2061975566039156,0.2299892211448053,0.3519336949875211,-0.2700276862087949,0.265548516409503,0.18340352744219118,0.0999909366260068,-0.283058823108966,0.1458669553582186,0.25920045044456125,-0.007901109940280066,0.07041334684665153,0.10226883908020483,0.1876563063812697,-0.008051712168569617
% Buddhists,0.010501474554627698,-0.04424579083208915,-0.030417212844599494,-0.07539764315501513,0.024536282187889353,-0.09215083447450648,-0.1731721334904298,-0.05324986200859459,-0.08340037690893091,-0.10456366954411357,0.02804723213823204,-0.24238885916389918,-0.0421425538740193,-0.014735028005115192,-0.16245551397839716,0.0516678806467853,1.0,-0.3290555117685856,-0.12699553891814658,-0.06315570630952454,0.16930180865811775,-0.33862315472989246,-0.06098891500962693,-0.10060387759772343,0.13942363200195057,0.23698178504557008,-0.05826332617914135,-0.07886807623618204,-0.0911684608524813,-0.02573543643588142,-0.13894980989123804,0.069911966005457,0.028537923144579275,-0.07625243200005165,0.022295644690161716,-0.05967107676671265,0.1572845930565337,-0.07950632149372942,-0.12696424771612663,-0.022124415558666673
Obesity rate (%),0.19580880875299003,-0.09939609733615311,0.1483032895842323,0.5830940583124495,0.46275854658028476,0.4174070440312205,0.23997007316252114,-0.3628254551374357,0.2529822110919063,-0.0802763819422574,0.2987352968311079,0.4998009054627295,-0.5804080028318085,0.3991703398904101,-0.024876644528005136,0.004252999590106646,-0.3290555117685856,1.0,0.09281283685893997,0.22176554576306162,-0.010516922281442702,0.17226585444182713,0.40240153509932797,0.4110202716995436,-0.2933645510627358,-0.01798493113883986,0.3320754639072682,0.5172310352090435,-0.5110471459841464,0.5954428020534142,0.5653129102752661,0.27695762423023185,-0.27224670950340585,0.30891704500992634,0.4969385771863052,-0.10509354082018574,-0.17455323110781815,0.10036426520439033,0.5655884504240596,0.29691210602785206
intentional homicide Rate,-0.1407178290517302,0.41627644008359904,0.0015005689982637265,-0.25647725749546896,-0.21739321520966656,-0.23082482097447213,0.1482186438674771,0.04439148477043526,0.011183732157485209,0.203517043182123,-0.22593146129158057,-0.18993490272228883,0.1694131098778265,-0.017205276113742656,-0.25295599798067686,-0.13590940903648924,-0.12699553891814658,0.09281283685893997,1.0,-0.0346784663456996,-0.20789569209170775,0.33787100867844216,-0.12543588311888268,-0.21820690030303808,0.1521480754843603,-0.29356502615185104,-0.24383511185072276,-0.16146543045513498,0.08603672836883972,-0.21787420601486965,-0.07296091947304816,0.24538112462714454,0.2539644476690211,-0.2857979516889181,-0.26186225863490487,0.28505701981040743,-0.26059608445786453,-0.14969774181073345,-0.09941043281045484,-0.04100233975896209
% Jewish,-0.015169366472494396,-0.016651125736838624,-0.013720263981889778,0.2162838367074412,0.044504392077114235,0.30707247744440996,0.04891682390206583,0.018440095114306467,0.1346289435651148,-0.06937129355227419,0.17491246787155604,0.14300906022352725,-0.1173483181618046,0.02986795477692748,-0.008339739262230687,0.35420066311922527,-0.06315570630952455,0.2217655457630616,-0.0346784663456996,1.0,0.17849621366559057,-0.09776670708997372,0.006988602948620471,0.21866939884991937,-0.06750928345458532,0.04148218303467552,0.23761051036676867,0.13110513558915227,-0.02741654234881867,0.1767132489164001,0.07220262343946753,0.26066497668518646,-0.07448824205676566,0.13085607622046533,0.15429294173413483,-0.03623879029194039,0.09063886164573,0.06374846543861366,0.2578568656403723,0.4737689922782091
Averagedownloadspeed(Mbit/s)(Ookla),0.18791172229217037,-0.21340029291392032,0.32839789203058994,0.30175414738657036,0.3785390824641409,0.5805726419631729,0.11851525900443229,-0.2223207093714877,0.32229305452464385,-0.07488183851879786,0.4704762576898856,0.2108746883825836,-0.12641760088456178,0.049016902217584854,-0.1909859070725682,0.2617618555772041,0.16930180865811778,-0.010516922281442702,-0.20789569209170775,0.17849621366559057,1.0,-0.02381977068764283,0.1532212150360713,0.4456080165152021,-0.3820933935447157,0.0011468361741868193,0.5798658297698382,0.3997181678643083,-0.2405568694406848,0.3880003847461337,0.3376527414885696,-0.03638239378849236,-0.3114513849569046,0.5440516899534656,0.33074378445397656,0.05389959159432703,0.3856445354054343,-0.12226000208369137,0.4016357139990249,0.03550838453810143
% Christians,0.19203808238157766,0.2534373924069786,0.5430390275637021,-0.03194915293936112,0.1830713652460854,0.15388326129722224,0.1735002118587847,-0.25999252560922115,0.40409539410429973,-0.1736758990184082,0.07442907827347472,0.17714270610355926,-0.13714467849548465,0.309052633365603,-0.744366932877726,-0.08527126266943226,-0.3386231547298925,0.17226585444182713,0.33787100867844216,-0.09776670708997373,-0.023819770687642825,1.0,-0.20475481206619534,0.08587316633539517,-0.1801617869344744,-0.06707532390917854,0.09630421560956579,0.0714765880507535,-0.14356602573940133,0.13114569902517384,0.1732295804213018,0.1578979110540556,-0.1466270636740313,0.1418457961966249,0.03330273722492542,0.19797305213618083,-0.07524263884130618,0.14759413608733218,0.2521309361232855,-0.26640432876823233
Oil production per capita2021 (bbl/day/million people),-0.040305132566859005,-0.05012504988454306,-0.21929240071997222,0.26153616157504345,0.06503170267475955,0.23820756280002017,-0.06256852206577224,0.13964621346130993,-0.09816896615766844,-0.1277750892361768,0.18594684092649874,0.12489566784954188,-0.1885711988095523,-0.04671994941501502,0.2597741648653741,-0.09723381358463641,-0.060988915009626936,0.40240153509932797,-0.12543588311888268,0.006988602948620471,0.1532212150360713,-0.20475481206619534,1.0,0.06062890011528075,0.03674177857925551,-0.21775792243405073,0.31419088898154846,0.2923210177070908,-0.1373581079222009,0.2626721804916518,0.13178051800261556,-0.09451199899668707,0.0978736970353447,0.17292664068361674,0.1857910634303916,-0.058834514666942464,0.07054967651955685,-0.21049135000913358,0.1752741684739688,0.4202516540305245
Anual nominal US,0.39718109758329173,-0.2754788347282891,0.46414217820772086,0.6319848084149519,0.6056241471141551,0.8090485104875885,0.187582681242354,-0.3394055014443929,0.6147788941061291,-0.2592516123990068,0.6135637556395107,0.5848410230215816,-0.48917324277893054,0.26556097729724853,-0.2613349095160997,0.2940151675714261,-0.10060387759772343,0.4110202716995435,-0.21820690030303808,0.2186693988499194,0.4456080165152021,0.08587316633539517,0.06062890011528075,0.9999999999999999,-0.6258998722109603,0.13668639605009827,0.8146008327726628,0.6026733072930754,-0.48732574149734786,0.7035254668936987,0.621332969862158,-0.09639597450916794,-0.4322934970972882,0.7573903035075918,0.631588058988618,-0.030283411978206085,0.23351381126054827,0.13212108187085772,0.7650150989798095,0.02574633011221859
yes important %,-0.31030166851586793,0.4216780363111202,-0.6660568290175249,-0.5448287988599556,-0.7288146166781887,-0.6705976677231821,-0.3756515033660514,0.6001797399915889,-0.558565828361133,0.29634273992258475,-0.5126787516314616,-0.648671298916416,0.5395692822004531,-0.5579329636366483,0.38665702920446715,-0.2077092039200106,0.13942363200195057,-0.2933645510627358,0.1521480754843603,-0.06750928345458532,-0.3820933935447157,-0.1801617869344744,0.03674177857925551,-0.6258998722109603,1.0,-0.29926066863814105,-0.609837487710521,-0.6376453099771607,0.5740113478678897,-0.6910579496773397,-0.6090801332829338,-0.012349635559851928,0.6830547681440914,-0.691577018350492,-0.5911283520832189,-0.09990473678223707,-0.3159415970159805,-0.3534920417478132,-0.6261869511720907,0.13453029463123536
Prevalecence of tobacco use 2000,0.17373558910207923,-0.3510605081858211,0.23642840951941227,0.20436755644069707,0.41431895170051464,0.20525638209112615,0.05083836974198984,-0.47357941955513033,0.27627962931968125,-0.08090327045707157,0.16290731765430902,0.2868252509563258,-0.2734980195733559,0.29186208439828504,-0.167062878929678,0.2061975566039156,0.23698178504557008,-0.01798493113883986,-0.29356502615185104,0.04148218303467552,0.0011468361741868195,-0.06707532390917854,-0.21775792243405076,0.13668639605009827,-0.29926066863814105,0.9999999999999999,0.13171818191980908,0.24861280094976004,-0.396330625430424,0.2405918500457658,0.26048734845258026,-0.08357466708913858,-0.48673593240391455,0.21638623931201909,0.24480412039011568,-0.010256422004270292,0.11070847786834868,0.16134497612461948,0.16142482143338646,-0.16725257993173928
gdp estimate un,0.44956561612136997,-0.31084801419090374,0.4181168785320985,0.6202323868384177,0.5888190122569394,0.9194179781569829,0.2018642354562719,-0.3005074091415239,0.595496296588174,-0.2783361693769791,0.6746350256313866,0.6331559057165006,-0.48355409562211615,0.22928984157823964,-0.24155296384474462,0.22998922114480533,-0.05826332617914135,0.3320754639072682,-0.2438351118507228,0.23761051036676867,0.5798658297698382,0.09630421560956579,0.31419088898154846,0.8146008327726627,-0.6098374877105212,0.13171818191980908,1.0,0.6162124739828759,-0.48912010820770746,0.7162072258497798,0.6333435784715594,-0.08841440012028205,-0.4513560622685239,0.8864766415265433,0.6391615431472447,-0.038647959561927854,0.27750377884684824,0.14921378200247437,0.7442150765687445,0.06354647242170572
number of internet users %,0.2869478662348894,-0.40119311262144286,0.4354196942361808,0.7561767008550071,0.8285522701147459,0.6667138303028957,0.20267993898514283,-0.6224100777869428,0.5309159660681211,-0.29874012794814747,0.6017581488911485,0.6461227791514477,-0.7718686977245759,0.5969752785746161,-0.18687350612906675,0.35193369498752114,-0.07886807623618204,0.5172310352090435,-0.16146543045513495,0.13110513558915227,0.39971816786430825,0.07147658805075349,0.2923210177070908,0.6026733072930754,-0.6376453099771606,0.24861280094976004,0.6162124739828758,1.0,-0.8057365664829192,0.8780323566056522,0.7194160078206234,0.1060099182331956,-0.5081699133490672,0.622027406831039,0.8027417439740633,-0.1635434156226356,0.011310236947338551,0.14762023610659766,0.6412346294235819,0.10758483964216381
Fertility rate  in 2020(births/woman),-0.32084659330270704,0.3252467627160385,-0.405319979526588,-0.6683316069885564,-0.8820775470597197,-0.5625892883256665,-0.24995771546288684,0.818926288427239,-0.5376940094301746,0.3076291632126278,-0.5185590036928289,-0.5732019835663339,0.8715165695687165,-0.6919686017335521,0.3436385244587921,-0.27002768620879497,-0.0911684608524813,-0.5110471459841464,0.08603672836883973,-0.02741654234881867,-0.24055686944068483,-0.14356602573940136,-0.13735810792220093,-0.4873257414973478,0.5740113478678897,-0.396330625430424,-0.4891201082077075,-0.8057365664829192,0.9999999999999998,-0.8521985920727501,-0.7118513171306282,-0.28839581263639735,0.4925227694442988,-0.5140301619000561,-0.802718297117821,0.12021228701015667,0.011372725493212972,-0.15277343394060053,-0.5807564362319921,-0.024442919193285322
HDI 2021,0.40695641224309914,-0.37987229746086587,0.505581503313508,0.8078801166907709,0.8880299825574669,0.7730460982668705,0.25783859934730335,-0.6649426753036167,0.6359819838692065,-0.4000734878899938,0.6704417595553311,0.7190808024229981,-0.8729754287761758,0.6792034587651232,-0.29704874677171383,0.265548516409503,-0.025735436435881418,0.5954428020534143,-0.21787420601486965,0.1767132489164001,0.3880003847461337,0.1311456990251738,0.2626721804916518,0.7035254668936987,-0.6910579496773398,0.2405918500457658,0.7162072258497798,0.878032356605652,-0.8521985920727502,1.0,0.7778631015046463,0.19972627997629036,-0.5569687494389632,0.7321763145052844,0.8902723774758489,-0.14887406123603367,0.03944705697049255,0.21868364394065126,0.7644506330842336,0.125835638603781
Age of first marriage(woman),0.4163775871798536,-0.3046706452334175,0.48717589771250525,0.6845704257299596,0.7471948373926584,0.6926897960350769,0.3391202067301193,-0.61502606286102,0.6431684368654229,-0.24390129598891577,0.5561132654614844,0.6693466727541156,-0.6654695142150233,0.4800942045482278,-0.2666119627856763,0.18340352744219118,-0.13894980989123804,0.565312910275266,-0.07296091947304816,0.07220262343946753,0.3376527414885696,0.1732295804213018,0.1317805180026156,0.6213329698621581,-0.6090801332829338,0.26048734845258026,0.6333435784715593,0.7194160078206234,-0.7118513171306282,0.7778631015046463,1.0,0.022072594431156167,-0.529575505143917,0.6857998072909917,0.7005078247203671,-0.06874311626550902,-0.04624180962792557,0.19434578532823354,0.7210070671882871,-0.10329919511609406
Incarceration rate per 100000,-0.09367850759184923,0.22842202552485702,0.1273232236358617,0.10453679524022172,0.14211549817178604,0.023153093829973208,0.1582902788752227,-0.2029876972743684,0.01692407022444462,-0.2497607987475246,0.011202476937765488,0.010625597403932322,-0.3272006150237505,0.3389135159762711,-0.17226902970379462,0.0999909366260068,0.069911966005457,0.2769576242302318,0.24538112462714456,0.26066497668518646,-0.03638239378849236,0.1578979110540556,-0.09451199899668705,-0.09639597450916794,-0.012349635559851928,-0.08357466708913858,-0.08841440012028205,0.1060099182331956,-0.28839581263639735,0.19972627997629036,0.022072594431156167,1.0,0.06044911867521896,-0.1681724318998894,0.1875073776359593,-0.03894286208442663,-0.11530191993603948,0.10230082378980751,0.08088644227553123,0.23175306842978463
Average yearly temperature (1961–1990 Celsius),-0.22556510024530232,0.47824694267541584,-0.518553091212173,-0.48586582345949314,-0.6368194806902285,-0.530212278326082,-0.23349361440926997,0.570351606182595,-0.4191480296891968,0.19178207541041029,-0.4488137939050627,-0.6541307138398504,0.4832903538957969,-0.5090250243604223,0.26000185374878165,-0.283058823108966,0.028537923144579275,-0.27224670950340585,0.2539644476690211,-0.07448824205676566,-0.3114513849569046,-0.1466270636740313,0.0978736970353447,-0.4322934970972882,0.6830547681440915,-0.4867359324039145,-0.4513560622685239,-0.5081699133490671,0.4925227694442988,-0.5569687494389634,-0.529575505143917,0.06044911867521897,0.9999999999999998,-0.5513592069301907,-0.44834953595821725,-0.11879325559361997,-0.2855976288218975,-0.36050467111682355,-0.449621935391239,0.16676682162014256
Scientific publications per capita (in ppm),0.523923357064687,-0.40177886247072864,0.4709110386108554,0.604913592729975,0.6476094648578531,0.8616968723760481,0.2818427679690712,-0.39185086545150083,0.6497705027761878,-0.2849168029200271,0.6878256404558039,0.6745509477637681,-0.5047445780513944,0.2923107940022601,-0.2675835504235055,0.1458669553582186,-0.07625243200005165,0.3089170450099264,-0.28579795168891803,0.13085607622046533,0.5440516899534656,0.1418457961966249,0.17292664068361674,0.7573903035075918,-0.691577018350492,0.2163862393120191,0.8864766415265433,0.622027406831039,-0.5140301619000561,0.7321763145052844,0.6857998072909917,-0.1681724318998894,-0.5513592069301907,1.0,0.6581456082415886,-0.033621277998405204,0.21523139881610368,0.17245810136025055,0.7355088028169406,-0.019691394258389446
