Greece,298.0,33.1,10.4,3382.0,45.3,2403.0,4.1,-0.21,7.39,37.1,57.7,255.26,3.8,92.5,2.85,6826.0,0.0,24.9,0.8,0.028,36.73,93.0,112.0,10758.0,71.0,54.9,18117.0,75.9,1.34,0.887,29.9,107.0,15.40,1884.0,81.1,3.6,40.0,15.0,78.7,1.9290318160844562
Mexico,43.0,45.4,6.5,3157.0,29.3,1101.0,4.9,1.23,6.07,35.4,64.7,111.87,14.2,78.9,0.01,7521.0,0.0,28.9,28.4,0.27,48.35,88.9,13494.0,3104.0,73.0,24.0,8326.0,71.3,2.08,0.758,26.0,166.0,21.00,231.0,76.0,5.3,21.0,14.0,58.6,0.5502706110123698
Portugal,128.0,32.8,12.3,3480.0,44.6,3285.0,4.9,-0.39,7.9,8.0,65.3,205.04,3.7,80.5,0.4,7868.0,0.6,20.8,0.9,0.021,150.39,84.3,-32658.572321503685,9935.0,72.0,25.7,22413.0,74.1,1.4,0.866,31.0,111.0,15.15,2821.0,81.6,7.2,33.0,15.510530471706117,91.1,0.19997471309914427
South Korea,33.0,31.4,10.2,3420.0,43.2,3241.0,5.1,0.36,8.01,2.0,72.3,29.05,3.2,96.87614295030131,0.1,63476.0,22.9,4.7,0.6,0.00068,241.58,10.991854531826107,11426.25594052361,19986.0,33.0,28.5,31947.0,95.4,0.84,0.925,29.0,105.0,11.50,1762.0,83.3,21.2,69.0,12.0,48.0,2.8
Indonesia,30.0,37.9,0.8,2884.0,31.1,335.0,3.6,1.05,6.3,136.0,65.8,14.82,23.9,70.1,86.7,135081.0,0.8,6.9,0.4,0.00068,21.8088249530839,10.72,2389.0,2449.0,96.0,35.4,3870.0,71.6,2.27,0.705,20.0,93.0,25.85,181.0,71.3,2.6,11.0,12.0,8.3,1.5189378809104666
Poland,60.0,30.2,11.6,3537.0,41.9,2022.0,4.6,-0.17,6.85,8.0,67.8,205.39,4.4,93.0,0.02,21130.0,0.0,23.1,0.7,0.03,130.98,94.3,470.0,9358.0,50.0,39.6,15764.0,90.6,1.38,0.876,27.0,181.0,07.85,1364.0,78.3,9.3,43.0,13.0,78.1,2.1
Argentina,72.0,42.3,9.8,3307.0,32.4,2217.0,5.5,0.94,6.95,232.27777681101225,52.2,195.08,9.3,97.9,0.9,28010.0,0.0,28.3,5.3,1.2,51.51,77.0,10720.0,7466.0,65.0,34.0,8476.0,74.1,2.23,0.842,33.2,230.0,14.80,341.0,76.6,8.1,21.965534889859057,16.0,79.7,2.59189049781683
Malaysia,68.0,41.1,0.9,2845.0,29.2,1033.0,4.7,1.35,7.19,327.3951245643111,74.0,25.28,8.6,47.1,63.5,15354.0,19.8,15.6,2.1,2.450899272649835,103.34,9.2,15604.0,2665.0,96.0,29.5,10402.0,75.5,1.97,0.803,25.0,212.0,25.40,1135.0,74.7,5.8,41.991646666205156,10.0,50.9,2.7178712812931307
Ireland,701.0,30.6,13.0,3885.0,37.8,5862.0,3.7,0.78,9.05,16.0,80.5,291.86,3.3,114.85227775652619,1.4,31043.176421370386,0.2,25.3,0.7,0.018,112.81,83.8,413613.485940327,25184.0,54.0,35.6,86251.0,80.7,1.63,0.945,34.8,74.0,09.30,3309.0,81.8,8.9,52.0,10.0,106.3,6.643641448412926
Ukraine,81.0,25.6,8.6,3102.0,41.2,904.0,5.4,-0.49,5.81,168.0,52.3,145.03,8.4,100.0,1.05,24416.0,0.0,24.1,6.2,0.3,67.52,81.9,753.0,2858.0,46.0,37.7,3557.0,71.4,1.22,0.773,25.0,148.0,08.30,434.0,73.0,17.7,54.88954862590411,14.0,32.3,3.074462565755046
United Arab Emirates,59.0,26.0,3.8,3314.0,38.4,2995.0,1.3,1.39,2.7,-259.4198448264151,77.1,132.66,7.5,42.1,72.0,293.0,2.0,31.7,0.5,6.7076990762680335,151.09,9.0,333062.0,11200.812811203332,76.0,19.4,36285.0,95.2,1.37,0.911,25.3,104.0,26.65,1061.0,76.1,5.2,38.227423040432896,7.0,74.4,1.211752603932914
Saudi Arabia,31.0,45.9,0.2,3307.0,30.8,2696.0,5.6,1.9,2.08,477.9393878491751,60.7,83.65,6.6,51.4,96.2,2387.0,0.3,35.4,1.3,52.430343326219855,90.24,5.0,265991.0,9600.0,96.0,14.2,20110.0,75.2,2.24,0.875,20.4,207.0,24.65,1037.0,74.3,5.4,26.0,12.0,44.6,6.6
Mauritius,2.01,36.8,3.6,3051.0,36.3,1303.0,4.8,0.23,8.14,653.8842812026451,73.0,117.27,16.0,64.6,17.3,80.0,0.0,10.8,2.9,0.7803073028011056,159.00451045776572,32.2,58770.03029921674,2538.0,79.08784887886976,25.5,8587.0,54.1,1.44,0.802,25.4,218.0,22.40,356.0,74.1,8.8,-5.010667804112963,0.0,39.6,4.086084380438268
New Zealand,90.0,36.2,10.7,3191.0,37.2,3891.0,6.4,0.93,9.25,12.0,84.4,137.25,4.7,93.52316166854276,0.9,3600.0,1.6,30.8,2.6,0.051,153.88,37.0,1607.0,31274.0,18.0,29.6,43972.0,83.3,1.61,0.937,29.4,188.0,10.55,3286.0,82.0,10.3,39.0,10.0,142.1,1.188977976215253
Chile,82.0,44.9,9.3,3029.0,35.5,2359.0,5.4,0.78,8.28,7.4,75.4,116.11,7.0,89.9,0.0,5641.0,0.0,28.0,4.4,0.11,176.48,68.0,252.0,5328.0,60.0,46.9,13232.0,76.3,1.61,0.855,32.6,210.0,08.45,871.0,80.7,8.0,27.0,14.0,66.4,0.17821053347884241
Kazakhstan,91.0,27.8,7.7,3067.0,31.6,727.0,2.8,1.13,3.14,0.6,65.4,288.12,10.5,99.5,70.2,1226.0,0.2,21.0,3.2,0.017,56.12,26.2,91149.0,797.0,53.0,34.2,9111.0,72.5,3.13,0.811,24.3,157.0,05.50,279.0,74.0,18.1,48.05375414624973,14.0,44.8,2.428745228818582
Qatar,83.0,41.1,2.0,3371.196604670279,33.7,3047.0,2.9,2.36,3.24,-481.581903055303,72.6,132.69456786646296,6.5,41.0,77.5,209.0,3.1,35.1,0.4,6.546124439940854,105.2,13.8,465768.0,13121.736966600443,93.0,13.5,50815.0,94.2,1.83,0.855,25.4,53.0,27.15,1815.0,77.2,4.7,58.01384408149367,10.673460274135563,90.5,1.8430854158677379
Egypt,34.0,31.5,0.4,3292.0,24.1,551.0,3.8,1.87,2.93,1200.0,52.5,59.46,20.3,43.2,92.35,23000.0,0.0,32.0,2.6,0.00068,39.66,10.0,5387.0,5414.904384957679,96.0,24.3,3609.0,50.1,3.24,0.731,25.0,116.0,22.10,298.0,71.8,3.4,64.80706856791566,12.0,22.5,10.196058377877602
Thailand,33.0,35.0,8.3,2804.0,39.0,700.0,4.1,0.22,6.04,0.4,68.3,29.35,9.0,78.7,5.4,6750.0,93.2,10.0,2.6,0.0014,206.81,1.2,2647.0,3220.0,98.0,31.7,7189.0,75.5,1.5,0.8,21.0,449.0,26.30,312.0,77.7,8.0,153.2114843709453,7.0,27.9,3.8465205514800873
Hungary,160.0,30.0,11.4,3316.0,43.6,2098.0,4.7,-0.34,6.56,30.7,65.0,159.05,3.7,99.1,0.5,11645.0,0.0,26.4,0.8,0.32,193.8,58.935,1830.0,6373.0,39.0,37.4,16129.0,76.8,1.56,0.846,29.3,169.0,09.75,1250.0,76.4,11.8,32.0,12.0,100.7,1.2906170057478663
South Africa,57.0,63.0,9.3,2899.0,28.0,1155.0,6.2,1.2,7.05,36.0,58.3,55.75,34.5,72.1,1.9,5418.0,0.2,28.3,33.5,0.35,43.91,79.8,16.0,3671.0,85.0,23.5,5094.0,53.6,2.36,0.713,33.0,248.0,17.75,472.0,65.3,23.5,14.0,12.0,39.0,-0.24334505894814473
Czech Republic,76.0,25.3,14.4,3277.0,43.3,3079.0,5.6,0.06,7.67,22.0,73.7,195.2,3.2,107.20698794311194,0.15,17330.0,0.0,26.0,0.7,0.026,85.89,34.0,160.0,8683.0,16.0,34.2,22911.0,79.5,1.71,0.889,29.8,179.0,07.55,2358.0,79.1,9.5,31.0,15.0,77.3,0.27620265555885215
Pakistan,43.0,29.6,0.3,2486.0,22.0,150.0,2.9,1.91,4.31,943.0,55.0,183.13,67.2,27.1,96.5,3811.0,0.0,8.6,3.9,1.1866811108649156,101.6995033395965,1.6,350.0,1289.0,92.0,37.5,1167.0,60.8,3.39,0.544,23.2,38.0,20.20,127.0,65.6,9.8,144.37372066817875,7.0,12.3,10.107393671261228
Colombia,57.0,54.2,5.8,3114.0,31.2,1156.0,4.5,0.81,7.04,971.0,67.3,108.47,13.8,81.4,0.2,17066.0,0.0,22.3,22.6,0.014,53.73,92.0,14424.0,3879.0,83.0,15.1,5333.0,59.3,1.77,0.752,22.7,194.0,24.50,296.0,79.3,3.7,27.0,14.0,33.9,7.103177232042737
Cyprus,849.0,31.2,10.8,3019.0,37.9,2795.0,6.4,0.78,7.56,94.97664753258414,68.1,113.31,2.3,93.8,25.3,930.0,0.2,21.8,1.2,0.0034,50.46,79.0,223284.27792318337,17636.141090232908,25.0,40.9,28133.0,76.5,1.31,0.896,29.0,86.0,18.45,4087.0,83.1,3.2,31.269982841658702,14.0,131.3,0.23535502979017675
Venezuela,23.0,39.0,5.6,2120.0,30.0,639.0,3.6,1.26,2.76,898.8020830461601,25.9,117.79,24.2,88.1,0.4,2275.0,0.0,25.6,36.7,0.041,-36.64129877173525,88.0,21016.0,10.32,79.0,25.888273792491297,3740.0,72.9,2.23,0.691,22.7,134.0,25.35,49.0,73.9,2.1,69.93036317062048,12.354950701009122,56.6,8.364439461626027
Romania,58.0,34.8,12.6,3581.0,42.5,1627.0,3.1,-0.5,6.4,7.0,68.6,238.33,7.0,96.8,0.65,14984.0,0.0,22.5,1.5,0.06,82.09637142125212,98.0,3403.0,6635.0,84.0,35.0,12929.0,64.9,1.6,0.821,26.7,116.0,08.80,810.0,75.6,7.3,18.60657432034253,13.86859206871503,54.5,1.5252519124696287
Malta,691.0,31.0,8.1,3420.0,42.3,3976.0,5.3,0.31,7.68,-114.2143632598245,68.6,190.06,7.0,85.8,2.6,404.0,0.0,28.9,1.6,0.0034,134.48,91.6,233888.65709979885,11245.0,86.0,34.3,33771.0,65.5,1.13,0.918,29.2,153.0,19.20,1974.0,81.9,5.3,27.88382105598822,11.391405081988802,86.9,0.5093778383327185
Sweden,23.0,29.3,9.2,3184.0,41.1,5888.0,7.7,0.72,9.26,36.0,75.2,341.23,2.6,94.88913419439662,7.1,8118.0,0.4,20.6,1.2,0.1,169.0,64.3,96237.99182563492,22019.173033245286,16.0,43.8,53575.0,91.3,1.66,0.947,33.9,68.0,01.75,4141.0,82.4,12.4,46.0,15.0,76.1,1.1053664118171804
Israel,33.0,38.6,3.8,3528.0,30.4,3055.0,5.8,1.55,7.84,29.0,72.8,193.6,3.7,79.8,18.0,8411.0,0.3,26.1,1.5,43.0,147.36,3.5,3.0,19690.0,51.0,31.7,47034.0,76.3,2.9,0.919,25.0,234.0,19.20,2402.0,82.6,5.2,46.0,12.0,97.1,5.2
Slovakia,112.0,23.2,11.5,2871.0,41.8,2093.0,3.9,0.04,6.97,-700.9366304625346,65.0,143.14,5.8,101.88780881902453,0.15,9400.0,0.0,20.5,1.2,0.018,101.28,80.0,17.0,8708.0,47.0,32.0,19264.0,81.6,1.57,0.848,28.1,190.0,06.80,1597.0,78.2,9.3,31.0,14.0,67.4,-4.261653995859453
Bangladesh,22.0,32.4,0.0,2563.0,27.9,122.0,2.0,1.04,5.99,307.0,55.6,21.91,30.8,39.4,91.0,78771.09595745479,0.5,3.6,2.4,-2.8232766304513808,36.02,0.4,18.0,212.0,96.0,57.6,2001.0,75.9,1.99,0.661,25.0,48.0,25.00,48.0,74.3,3.9,71.05754262271417,9.0,3.1,4.148012145275762
Peru,44.0,43.8,6.3,2775.0,29.1,684.0,3.9,1.2,6.53,223.0,67.8,62.15,13.2,77.7,0.0,4101.0,0.2,19.7,7.9,0.013,51.81,87.0,1150.0,2876.0,84.0,32.9,6163.0,46.5,2.21,0.762,23.5,290.0,19.60,164.0,79.9,2.7,22.93059193933422,14.0,34.5,1.6870934951720988
Philippines,27.0,42.3,6.6,2662.0,24.1,339.0,3.2,1.51,6.56,424.0,63.8,15.66,27.3,90.1,8.0,1507.0,0.0,6.4,4.4,0.00068,49.31,85.0,85.0,2835.0,77.0,34.9,3299.0,64.1,2.49,0.699,25.3,200.0,25.55,51.0,70.4,2.5,13.062766614623342,15.0,31.1,3.1016361576113303
Iraq,44.0,29.5,0.4,2608.0,21.2,414.0,3.5,2.78,3.62,304.0,62.33442193056334,22.18,25.9,20.4,96.5,-3757.888288319169,0.0,30.4,10.1,10.1,71.84648333759333,1.2,99172.0,2069.0,89.0,22.0,4146.0,43.4,3.54,0.686,25.3,126.0,21.40,454.0,72.4,4.7,64.93396887601834,9.0,51.55511628966556,2.4783430181928123
Morocco,46.0,39.5,0.6,3412.0,29.1,414.0,5.4,1.26,5.04,345.48949077214957,62.9,54.68,21.4,34.1,99.0,3677.0,0.0,26.1,1.3,0.014,89.57466536522725,1.0,1.0,3997.0,96.0,22.5,3108.0,59.5,2.35,0.683,25.7,238.0,17.10,259.0,73.0,7.3,72.14074726032341,12.0,20.6,4.454579179048298
Slovenia,104.0,24.4,12.6,3191.0,44.9,3237.0,4.8,0.07,7.54,18.3,65.5,235.01,2.1,99.3,3.6,5337.305710265617,0.0,20.2,0.5,0.00068,108.47,68.0,-44144.69868275311,15249.0,47.0,25.1,25777.0,77.4,1.6,0.918,29.0,53.0,08.90,3228.0,81.3,14.0,41.0,14.0,88.0,0.5479164712796925
Vietnam,26.0,35.7,8.3,3025.0,31.9,497.0,4.3,1.0,2.94,16.6,55.3,16.36,19.9,76.9,0.1,24589.0,16.4,2.1,1.5,-3.6884285641392482,66.38,8.2,1849.0,1591.0,15.0,29.8,2786.0,69.9,2.05,0.703,22.8,128.0,24.45,177.0,75.201827011298,7.2,43.90119450808821,14.0,28.6,-0.25371143760347525
Kuwait,51.0,34.46701143176247,0.0,3471.0,29.7,2570.0,3.8,1.78,3.8,409.4561568376889,60.8,157.66,7.9,69.5,74.6,196.0,2.8,37.9,1.8,6.551165425266852,130.66,15.0,541020.0,2400.0,91.0,20.0,24809.0,95.4,2.07,0.831,27.5,117.0,27.15,502.0,81.0,2.7,72.40763361525269,7.0,60.2,8.398799898010417
Sri Lanka,68.0,39.3,4.3,2737.0,33.7,517.0,2.8,0.35,6.14,339.95333285295146,56.4,34.98,7.1,81.0,9.7,4115.0,69.3,5.2,2.4,-1.2147988498677593,89.193208352076,7.4,39251.069413104095,603.0,97.0,28.5,3768.0,32.7,2.17,0.782,23.4,135.0,26.95,128.0,76.9,12.9,70.57228978258568,12.0,6.6,2.577266660025505
Croatia,89.0,28.9,8.9,3074.0,43.9,1923.0,4.6,-0.58,6.5,7.0,61.4,231.02,4.8,97.1,1.5,-1445.0327569970395,0.0,24.4,1.0,0.011,57.3,90.1,2929.0,7075.0,70.0,34.4,13934.0,69.2,1.48,0.858,28.1,84.0,10.90,2010.0,78.6,11.0,35.92323017880497,14.0,49.9,0.8809426354966758
Sudan,121.0,34.2,0.5,2578.0,18.3,206.0,2.2,2.38,2.54,623.0,47.7,155.2,58.4,24.3,96.0,14315.972816164285,0.0,6.6,5.1,2.403665217076634,42.40471792007622,1.5,1489.0,13.0,93.0,25.95849579324873,1415.0,27.4,4.29,0.508,22.0,52.0,26.90,27.0,69.1,4.8,100.06097378202251,12.0,21.0,5.403673005570503
Latvia,126.0,34.5,12.9,3229.0,44.4,1904.0,4.7,-1.03,7.24,35.3,70.4,174.11,3.6,99.9,0.15,2910.0,0.0,23.6,2.6,0.03,128.69,75.0,24261.294765687344,7096.0,29.0,43.8,17871.0,84.6,1.55,0.863,30.6,175.0,05.60,1349.0,75.4,16.1,40.0,14.0,45.7,1.796864803791137
Bulgaria,63.0,40.3,12.7,2854.0,43.7,1681.0,4.1,-0.67,6.71,993.3118036229348,69.0,155.71,6.7,97.5,13.4,10068.0,0.0,25.0,1.0,0.014,78.84,85.0,153.0,4866.0,34.0,47.5,10058.0,65.2,1.56,0.795,26.9,109.0,10.55,956.0,75.1,6.5,35.64374289427421,14.0,69.4,6.982724008297059
Lebanon,220.0,31.8,1.5,2857.0,33.7,1485.0,2.5,0.57,4.16,412.6132765865823,51.1,114.52,7.2,60.2,67.8,3686.0,0.2,32.0,1.9,3.65980458309142,111.76670991081278,39.5,106436.61279812954,5373.0,87.0,40.2,9310.0,85.0,2.06,0.706,28.8,205.0,15.00,628.0,76.4,2.8,118.05893902906966,7.0,63.1,7.197293281600021
Belarus,66.0,24.4,11.2,3270.0,40.9,1045.0,4.8,-0.15,2.59,-172.8022718444072,57.9,133.73,3.2,98.6,0.75,8205.0,0.0,24.5,2.4,0.057,68.73,55.4,3670.0,2079.000735088748,34.0,41.8,6377.0,73.6,1.38,0.808,25.3,345.0,06.15,272.0,74.8,16.5,49.066400658849346,14.0,58.6,1.0128773577842418
Angola,41.0,51.3,6.4,2385.0,15.9,181.0,3.5,3.28,3.66,-194.14239018461376,50.6,12.3,74.7,27.0,0.3,22.0,0.0,8.2,4.8,2.222032039146672,102.71739624159409,75.0,34076.0,663.0,88.0,11.193139075496283,1896.0,12.4,5.37,0.586,21.4,93.0,21.55,5.0,63.1,12.6,42.212263897444544,14.0,25.0,-3.2452560031706756
Ecuador,57.0,47.3,4.4,2606.0,28.8,935.0,5.0,1.42,6.13,113.88662648465743,46.9,139.6,14.0,77.7,0.0,2854.0,0.0,19.9,7.8,0.0041,56.22157191647511,94.0,26108.0,5525.0,82.0,18.4,5600.0,53.5,2.38,0.74,21.8,224.0,21.85,308.0,78.4,7.7,39.204905483079386,12.0,45.0,1.3520754566332451
Lithuania,74.0,35.3,15.0,3411.0,44.5,2369.0,4.0,-0.55,7.13,14.1,74.2,295.46,3.7,99.8,0.1,3075.0,0.0,26.3,3.7,0.016,132.67,83.7,247.0,10996.0,40.0,41.4,20772.0,80.5,1.48,0.875,28.3,216.0,06.20,1667.0,76.0,20.2,55.0,14.0,49.5,2.4961937943436565
Serbia,62.0,34.5,11.1,2828.0,43.4,1508.0,4.0,-0.34,6.22,28.5,63.9,148.53,5.3,96.6,2.1,11897.0,0.0,21.5,1.0,0.0095,77.88,91.0,2236.0,3610.0,54.0,45.1,7656.0,84.7,1.48,0.802,28.1,158.0,10.55,1158.0,75.9,7.9,49.29619457508892,14.0,42.580154867972766,1.3094792920622735
Jordan,83.0,33.7,0.7,2732.0,23.5,767.0,3.6,2.17,3.62,0.0,66.5,77.68,15.6,87.7,97.2,511.0,0.4,35.5,1.0,0.5588299703386532,67.35,6.0,187536.17801116966,5408.0,96.0,30.7,4283.0,58.1,2.64,0.72,26.6,198.0,18.30,587.0,77.9,2.0,55.148233805107665,12.0,29.8,1.8301683950819703
Cuba,34.0,42.41892625799541,6.1,3344.0,42.1,2484.0,12.9,0.06,2.84,865.6984758587346,27.8,99.94,5.1,99.2,0.1,992.0,0.0,24.6,5.0,0.0034,37.38355481829353,65.0,3052.0,44.0,34.0,40.8,9478.0,50.1,1.59,0.764,21.3,510.0,25.20,187.0,77.8,10.2,21.86302039764763,16.0,32.2,6.843133984493805
Uruguay,50.0,40.2,10.8,3202.0,35.5,2140.0,4.9,0.36,8.61,142.9861151612463,68.6,210.54,7.1,97.1,0.0,3231.0,0.0,27.9,12.1,0.11,53.88,58.1,-14163.22119441643,5336.0,40.0,35.3,15438.0,68.9,1.95,0.809,24.0,337.0,17.55,535.0,77.1,18.8,47.58882561939211,13.0,98.6,2.695715854896183
Dominican Republic,36.0,39.6,6.9,2892.0,27.9,739.0,4.3,1.07,6.32,577.5542457596898,61.0,73.75,28.0,79.8,0.0,1866.0,0.0,27.8,8.9,0.00068,52.86486182766748,83.0,116113.36561314366,2613.0,87.0,18.7,7268.0,62.9,2.3,0.767,21.0,243.0,24.55,33.0,72.8,5.1,43.078315360719046,11.018233142634761,37.8,5.941300744345395
